ticker,cik,report_url
pypl,0001633917,https://www.sec.gov/Archives/edgar/data/0001633917/000163391724000024/pypl-20231231.htm
ibm,0000051143,https://www.sec.gov/Archives/edgar/data/0000051143/000005114324000012/ibm-20231231.htm
amt,0001053507,https://www.sec.gov/Archives/edgar/data/0001053507/000105350724000011/amt-20231231.htm
gs,0000886982,https://www.sec.gov/Archives/edgar/data/0000886982/000088698224000006/gs-20231231.htm
de,0000315189,https://www.sec.gov/Archives/edgar/data/0000315189/000155837023019812/de-20231029x10k.htm
sbux,0000829224,https://www.sec.gov/Archives/edgar/data/0000829224/000082922423000058/sbux-20231001.htm
nflx,0001065280,https://www.sec.gov/Archives/edgar/data/0001065280/000106528024000030/nflx-20231231.htm
cat,0000018230,https://www.sec.gov/Archives/edgar/data/0000018230/000001823024000009/cat-20231231.htm
adp,0000008670,https://www.sec.gov/Archives/edgar/data/0000008670/000000867024000024/adp-20240630.htm
c,0000831001,https://www.sec.gov/Archives/edgar/data/0000831001/000083100124000033/c-20231231.htm
ci,0001739940,https://www.sec.gov/Archives/edgar/data/0001739940/000173994024000005/ci-20231231.htm
blk,0001364742,https://www.sec.gov/Archives/edgar/data/0001364742/000095017024019271/blk-20231231.htm
amd,0000002488,https://www.sec.gov/Archives/edgar/data/0000002488/000000248824000012/amd-20231230.htm
el,0001001250,https://www.sec.gov/Archives/edgar/data/0001001250/000100125024000116/el-20240630.htm
ba,0000012927,https://www.sec.gov/Archives/edgar/data/0000012927/000001292724000010/ba-20231231.htm
now,0001373715,https://www.sec.gov/Archives/edgar/data/0001373715/000137371524000030/now-20231231.htm
pld,0001045609,https://www.sec.gov/Archives/edgar/data/0001045609/000095017024014539/pld-20231231.htm
syk,0000310764,https://www.sec.gov/Archives/edgar/data/0000310764/000031076424000024/syk-20231231.htm
enb,0000895728,https://www.sec.gov/Archives/edgar/data/0000895728/000089572824000007/enb-20231231.htm
spgi,0000064040,https://www.sec.gov/Archives/edgar/data/0000064040/000006404024000071/spgi-20231231.htm
mdlz,0001103982,https://www.sec.gov/Archives/edgar/data/0001103982/000110398224000019/mdlz-20231231.htm
cb,0000896159,https://www.sec.gov/Archives/edgar/data/0000896159/000089615924000003/cb-20231231.htm
so,0000092122,https://www.sec.gov/Archives/edgar/data/0000092122/000009212224000009/so-20231231.htm
duk,0001326160,https://www.sec.gov/Archives/edgar/data/0001326160/000132616024000037/duk-20231231.htm
gild,0000882095,https://www.sec.gov/Archives/edgar/data/0000882095/000088209524000007/gild-20231231.htm
bkng,0001075531,https://www.sec.gov/Archives/edgar/data/0001075531/000107553124000014/bkng-20231231.htm
abnb,0001559720,https://www.sec.gov/Archives/edgar/data/0001559720/000155972024000006/abnb-20231231.htm
mmc,0000062709,https://www.sec.gov/Archives/edgar/data/0000062709/000006270924000016/mmc-20231231.htm
tgt,0000027419,https://www.sec.gov/Archives/edgar/data/0000027419/000002741924000032/tgt-20240203.htm
amat,0000006951,https://www.sec.gov/Archives/edgar/data/0000006951/000000695123000041/amat-20231029.htm
adi,0000006281,https://www.sec.gov/Archives/edgar/data/0000006281/000000628123000203/adi-20231028.htm
tjx,0000109198,https://www.sec.gov/Archives/edgar/data/0000109198/000010919824000014/tjx-20240203.htm
mo,0000764180,https://www.sec.gov/Archives/edgar/data/0000764180/000076418024000018/mo-20231231.htm
noc,0001133421,https://www.sec.gov/Archives/edgar/data/0001133421/000113342124000006/noc-20231231.htm
regn,0000872589,https://www.sec.gov/Archives/edgar/data/0000872589/000180422024000009/regn-20231231.htm
ge,0000040545,https://www.sec.gov/Archives/edgar/data/0000040545/000004054524000027/ge-20231231.htm
zts,0001555280,https://www.sec.gov/Archives/edgar/data/0001555280/000155528024000143/zts-20231231.htm
isrg,0001035267,https://www.sec.gov/Archives/edgar/data/0001035267/000103526724000021/isrg-20231231.htm
pgr,0000080661,https://www.sec.gov/Archives/edgar/data/0000080661/000008066124000007/pgr-20231231.htm
bdx,0000010795,https://www.sec.gov/Archives/edgar/data/0000010795/000001079523000098/bdx-20230930.htm
vrtx,0000875320,https://www.sec.gov/Archives/edgar/data/0000875320/000087532024000062/vrtx-20231231.htm
eog,0000821189,https://www.sec.gov/Archives/edgar/data/0000821189/000082118924000011/eog-20231231.htm
wm,0000823768,https://www.sec.gov/Archives/edgar/data/0000823768/000155837024001049/wm-20231231x10k.htm
cp,0000016875,https://www.sec.gov/Archives/edgar/data/0000016875/000001687524000009/cp-20231231.htm
cci,0001051470,https://www.sec.gov/Archives/edgar/data/0001051470/000105147024000062/cci-20231231.htm
pnc,0000713676,https://www.sec.gov/Archives/edgar/data/0000713676/000071367624000028/pnc-20231231.htm
fisv,0000798354,https://www.sec.gov/Archives/edgar/data/0000798354/000079835424000037/fi-20231231.htm
cme,0001156375,https://www.sec.gov/Archives/edgar/data/0001156375/000115637524000010/cme-20231231.htm
googl,0001652044,https://www.sec.gov/Archives/edgar/data/0001652044/000165204424000022/goog-20231231.htm
usb,0000036104,https://www.sec.gov/Archives/edgar/data/0000036104/000003610424000018/usb-20231231.htm
chtr,0001091667,https://www.sec.gov/Archives/edgar/data/0001091667/000109166724000028/chtr-20231231.htm
bx,0001393818,https://www.sec.gov/Archives/edgar/data/0001393818/000119312524044485/d734131d10k.htm
mmm,0000066740,https://www.sec.gov/Archives/edgar/data/0000066740/000006674024000016/mmm-20231231.htm
csx,0000277948,https://www.sec.gov/Archives/edgar/data/0000277948/000027794824000010/csx-20231231.htm
d,0000715957,https://www.sec.gov/Archives/edgar/data/0000715957/000095017024019110/d-20231231.htm
hca,0000860730,https://www.sec.gov/Archives/edgar/data/0000860730/000095017024016524/hca-20231231.htm
uber,0001543151,https://www.sec.gov/Archives/edgar/data/0001543151/000154315124000012/uber-20231231.htm
tfc,0000092230,https://www.sec.gov/Archives/edgar/data/0000092230/000009223024000010/tfc-20231231.htm
amzn,0001018724,https://www.sec.gov/Archives/edgar/data/0001018724/000101872424000008/amzn-20231231.htm
team,0001650372,https://www.sec.gov/Archives/edgar/data/0001650372/000165037224000036/team-20240630.htm
hum,0000049071,https://www.sec.gov/Archives/edgar/data/0000049071/000004907124000012/hum-20231231.htm
gd,0000040533,https://www.sec.gov/Archives/edgar/data/0000040533/000004053324000007/gd-20231231.htm
cl,0000021665,https://www.sec.gov/Archives/edgar/data/0000021665/000002166524000003/cl-20231231.htm
aon,0000315293,https://www.sec.gov/Archives/edgar/data/0000315293/000162828024005392/aon-20231231.htm
itw,0000049826,https://www.sec.gov/Archives/edgar/data/0000049826/000004982624000008/itw-20231231.htm
oxy,0000797468,https://www.sec.gov/Archives/edgar/data/0000797468/000079746824000034/oxy-20231231.htm
snow,0001640147,https://www.sec.gov/Archives/edgar/data/0001640147/000164014724000101/snow-20240131.htm
bsx,0000885725,https://www.sec.gov/Archives/edgar/data/0000885725/000088572524000017/bsx-20231231.htm
atvi,0000718877,https://www.sec.gov/Archives/edgar/data/0000718877/000162828023004842/atvi-20221231.htm
cta-pa,0000030554,https://www.sec.gov/Archives/edgar/data/0000030554/000175567224000004/ctva-20231231.htm
pxd,0001038357,https://www.sec.gov/Archives/edgar/data/0001038357/000103835724000020/pxd-20231231.htm
f,0000037996,https://www.sec.gov/Archives/edgar/data/0000037996/000003799624000009/f-20231231.htm
ew,0001099800,https://www.sec.gov/Archives/edgar/data/0001099800/000109980024000004/ew-20231231.htm
mpc,0001510295,https://www.sec.gov/Archives/edgar/data/0001510295/000151029524000015/mpc-20231231.htm
gm,0001467858,https://www.sec.gov/Archives/edgar/data/0001467858/000146785824000031/gm-20231231.htm
mu,0000723125,https://www.sec.gov/Archives/edgar/data/0000723125/000072312523000054/mu-20230831.htm
shw,0000089800,https://www.sec.gov/Archives/edgar/data/0000089800/000008980024000033/shw-20231231.htm
lrcx,0000707549,https://www.sec.gov/Archives/edgar/data/0000707549/000070754923000102/lrcx-20230625.htm
nsc,0000702165,https://www.sec.gov/Archives/edgar/data/0000702165/000070216524000005/nsc-20231231.htm
epd,0001061219,https://www.sec.gov/Archives/edgar/data/0001061219/000106121924000006/form10k.htm
etn,0001551182,https://www.sec.gov/Archives/edgar/data/0001551182/000155118224000006/etn-20231231.htm
dg,0000029534,https://www.sec.gov/Archives/edgar/data/0000029534/000155837024003813/dg-20240202x10k.htm
slb,0000087347,https://www.sec.gov/Archives/edgar/data/0000087347/000095017024006884/slb-20231231.htm
eqix,0001101239,https://www.sec.gov/Archives/edgar/data/0001101239/000162828024005350/eqix-20231231.htm
ice,0001571949,https://www.sec.gov/Archives/edgar/data/0001571949/000157194924000007/ice-20231231.htm
met,0001099219,https://www.sec.gov/Archives/edgar/data/0001099219/000109921924000035/met-20231231.htm
mrna,0001682852,https://www.sec.gov/Archives/edgar/data/0001682852/000168285224000015/mrna-20231231.htm
apd,0000002969,https://www.sec.gov/Archives/edgar/data/0000002969/000000296923000047/apd-20230930.htm
psa,0001393311,https://www.sec.gov/Archives/edgar/data/0001393311/000139331124000043/psa-20231231.htm
sre,0001032208,https://www.sec.gov/Archives/edgar/data/0001032208/000103220824000007/sre-20231231.htm
fdx,0001048911,https://www.sec.gov/Archives/edgar/data/0001048911/000095017024083577/fdx-20240531.htm
mar,0001048286,https://www.sec.gov/Archives/edgar/data/0001048286/000162828024004372/mar-20231231.htm
kdp,0001418135,https://www.sec.gov/Archives/edgar/data/0001418135/000141813524000007/kdp-20231231.htm
mco,0001059556,https://www.sec.gov/Archives/edgar/data/0001059556/000105955624000017/mco-20231231.htm
fis,0001136893,https://www.sec.gov/Archives/edgar/data/0001136893/000113689324000015/fis-20231231.htm
mck,0000927653,https://www.sec.gov/Archives/edgar/data/0000927653/000092765324000035/mck-20240331.htm
klac,0000319201,https://www.sec.gov/Archives/edgar/data/0000319201/000031920124000021/klac-20240630.htm
cnc,0001071739,https://www.sec.gov/Archives/edgar/data/0001071739/000107173924000037/cnc-20231231.htm
aep,0000004904,https://www.sec.gov/Archives/edgar/data/0000004904/000000490424000020/aep-20231231.htm
meli,0001099590,https://www.sec.gov/Archives/edgar/data/0001099590/000109959024000008/meli-20231231.htm
snps,0000883241,https://www.sec.gov/Archives/edgar/data/0000883241/000088324123000019/snps-20231031.htm
cmg,0001058090,https://www.sec.gov/Archives/edgar/data/0001058090/000156276224000023/cmg-20231231x10k.htm
emr,0000032604,https://www.sec.gov/Archives/edgar/data/0000032604/000003260423000044/emr-20230930.htm
vmw,0001124610,https://www.sec.gov/Archives/edgar/data/0001124610/000112461023000015/vmw-20230203.htm
adm,0000007084,https://www.sec.gov/Archives/edgar/data/0000007084/000000708424000009/adm-20231231.htm
dvn,0001090012,https://www.sec.gov/Archives/edgar/data/0001090012/000095017024021781/dvn-20231231.htm
orly,0000898173,https://www.sec.gov/Archives/edgar/data/0000898173/000089817324000009/orly-20231231x10k.htm
ecl,0000031462,https://www.sec.gov/Archives/edgar/data/0000031462/000155837024001581/ecl-20231231x10k.htm
mnst,0000865752,https://www.sec.gov/Archives/edgar/data/0000865752/000110465924029425/mnst-20231231x10k.htm
rsg,0001060391,https://www.sec.gov/Archives/edgar/data/0001060391/000106039124000142/rsg-20231231.htm
gis,0000040704,https://www.sec.gov/Archives/edgar/data/0000040704/000119312524168943/d764890d10k.htm
ctva,0001755672,https://www.sec.gov/Archives/edgar/data/0001755672/000175567224000004/ctva-20231231.htm
hsy,0000047111,https://www.sec.gov/Archives/edgar/data/0000047111/000004711124000009/hsy-20231231.htm
cdns,0000813672,https://www.sec.gov/Archives/edgar/data/0000813672/000081367224000034/cdns-20231231.htm
stz,0000016918,https://www.sec.gov/Archives/edgar/data/0000016918/000001691824000054/stz-20240229.htm
aig,0000005272,https://www.sec.gov/Archives/edgar/data/0000005272/000000527224000023/aig-20231231.htm
lhx,0000202058,https://www.sec.gov/Archives/edgar/data/0000202058/000020205824000029/hrs-20231229.htm
adsk,0000769397,https://www.sec.gov/Archives/edgar/data/0000769397/000076939724000090/adsk-20240131.htm
azo,0000866787,https://www.sec.gov/Archives/edgar/data/0000866787/000155837023016668/azo-20230826x10k.htm
lulu,0001397187,https://www.sec.gov/Archives/edgar/data/0001397187/000139718724000010/lulu-20240128.htm
cof,0000927628,https://www.sec.gov/Archives/edgar/data/0000927628/000092762824000094/cof-20231231.htm
fcx,0000831259,https://www.sec.gov/Archives/edgar/data/0000831259/000083125924000011/fcx-20231231.htm
lng,0000003570,https://www.sec.gov/Archives/edgar/data/0000003570/000000357024000040/lng-20231231.htm
aph,0000820313,https://www.sec.gov/Archives/edgar/data/0000820313/000155837024000866/aph-20231231x10k.htm
vlo,0001035002,https://www.sec.gov/Archives/edgar/data/0001035002/000103500224000007/vlo-20231231.htm
payx,0000723531,https://www.sec.gov/Archives/edgar/data/0000723531/000095017024082958/payx-20240531.htm
nxpi,0001413447,https://www.sec.gov/Archives/edgar/data/0001413447/000141344724000013/nxpi-20231231.htm
khc,0001637459,https://www.sec.gov/Archives/edgar/data/0001637459/000163745924000018/khc-20231230.htm
exc,0001109357,https://www.sec.gov/Archives/edgar/data/0001109357/000110935724000053/exc-20231231.htm
enph,0001463101,https://www.sec.gov/Archives/edgar/data/0001463101/000146310124000024/enph-20231231.htm
kmi,0001506307,https://www.sec.gov/Archives/edgar/data/0001506307/000150630724000011/kmi-20231231.htm
ctas,0000723254,https://www.sec.gov/Archives/edgar/data/0000723254/000072325424000036/ctas-20240531.htm
crwd,0001535527,https://www.sec.gov/Archives/edgar/data/0001535527/000153552724000007/crwd-20240131.htm
kmb,0000055785,https://www.sec.gov/Archives/edgar/data/0000055785/000005578524000018/kmb-20231231.htm
syy,0000096021,https://www.sec.gov/Archives/edgar/data/0000096021/000009602123000117/syy-20230701.htm
tel,0001385157,https://www.sec.gov/Archives/edgar/data/0001385157/000155837023018833/tel-20230929x10k.htm
rop,0000882835,https://www.sec.gov/Archives/edgar/data/0000882835/000088283524000008/rop-20231231.htm
trv,0000086312,https://www.sec.gov/Archives/edgar/data/0000086312/000008631224000012/trv-20231231.htm
gld,0001222333,https://www.sec.gov/Archives/edgar/data/0001222333/000143774923032876/gld20230930_10k.htm
msi,0000068505,https://www.sec.gov/Archives/edgar/data/0000068505/000006850524000008/msi-20231231.htm
a,0001090872,https://www.sec.gov/Archives/edgar/data/0001090872/000109087223000020/a-20231031.htm
wmb,0000107263,https://www.sec.gov/Archives/edgar/data/0000107263/000010726324000019/wmb-20231231.htm
iqv,0001478242,https://www.sec.gov/Archives/edgar/data/0001478242/000147824224000038/iqv-20231231.htm
xel,0000072903,https://www.sec.gov/Archives/edgar/data/0000072903/000007290324000034/xel-20231231.htm
afl,0000004977,https://www.sec.gov/Archives/edgar/data/0000004977/000000497724000053/afl-20231231.htm
mrvl,0001835632,https://www.sec.gov/Archives/edgar/data/0001835632/000183563224000009/mrvl-20240203.htm
jci,0000833444,https://www.sec.gov/Archives/edgar/data/0000833444/000083344423000048/jci-20230930.htm
hes,0000004447,https://www.sec.gov/Archives/edgar/data/0000004447/000162828024006845/hes-20231231.htm
wday,0001327811,https://www.sec.gov/Archives/edgar/data/0001327811/000132781124000044/wday-20240131.htm
wcn,0001318220,https://www.sec.gov/Archives/edgar/data/0001318220/000155837024001109/wcn-20231231x10k.htm
et,0001276187,https://www.sec.gov/Archives/edgar/data/0001276187/000127618724000024/et-20231231.htm
ajg,0000354190,https://www.sec.gov/Archives/edgar/data/0000354190/000095017024013370/ajg-20231231.htm
gpn,0001123360,https://www.sec.gov/Archives/edgar/data/0001123360/000112336024000004/gpn-20231231.htm
tt,0001466258,https://www.sec.gov/Archives/edgar/data/0001466258/000146625824000047/tt-20231231.htm
hlt,0001585689,https://www.sec.gov/Archives/edgar/data/0001585689/000158568924000027/hlt-20231231.htm
msci,0001408198,https://www.sec.gov/Archives/edgar/data/0001408198/000140819824000030/msci-20231231.htm
all,0000899051,https://www.sec.gov/Archives/edgar/data/0000899051/000089905124000013/all-20231231.htm
bk,0001390777,https://www.sec.gov/Archives/edgar/data/0001390777/000139077724000051/bk-20231231.htm
bf-a,0000014693,https://www.sec.gov/Archives/edgar/data/0000014693/000001469324000086/bfb-20240430.htm
scco,0001001838,https://www.sec.gov/Archives/edgar/data/0001001838/000155837024002119/scco-20231231x10k.htm
anet,0001596532,https://www.sec.gov/Archives/edgar/data/0001596532/000159653224000043/anet-20231231.htm
o,0000726728,https://www.sec.gov/Archives/edgar/data/0000726728/000072672824000047/o-20231231.htm
psx,0001534701,https://www.sec.gov/Archives/edgar/data/0001534701/000153470124000078/psx-20231231.htm
mchp,0000827054,https://www.sec.gov/Archives/edgar/data/0000827054/000082705424000098/mchp-20240331.htm
kr,0000056873,https://www.sec.gov/Archives/edgar/data/0000056873/000155837024004603/kr-20240203x10k.htm
ea,0000712515,https://www.sec.gov/Archives/edgar/data/0000712515/000071251524000023/ea-20240331.htm
rivn,0001874178,https://www.sec.gov/Archives/edgar/data/0001874178/000187417824000014/rivn-20231231.htm
carr,0001783180,https://www.sec.gov/Archives/edgar/data/0001783180/000178318024000009/carr-20231231.htm
pru,0001137774,https://www.sec.gov/Archives/edgar/data/0001137774/000113777424000045/pru-20231231.htm
dow,0001751788,https://www.sec.gov/Archives/edgar/data/0001751788/000175178824000010/dow-20231231.htm
ed,0001047862,https://www.sec.gov/Archives/edgar/data/0001047862/000104786224000012/ed-20231231.htm
ph,0000076334,https://www.sec.gov/Archives/edgar/data/0000076334/000007633423000042/ph-20230630.htm
apo,0001858681,https://www.sec.gov/Archives/edgar/data/0001858681/000185868124000031/apo-20231231.htm
nem,0001164727,https://www.sec.gov/Archives/edgar/data/0001164727/000116472724000016/nem-20231231.htm
yum,0001041061,https://www.sec.gov/Archives/edgar/data/0001041061/000104106124000011/yum-20231231.htm
twtr,0001418091,https://www.sec.gov/Archives/edgar/data/0001418091/000141809122000029/twtr-20211231.htm
peg,0000788784,https://www.sec.gov/Archives/edgar/data/0000788784/000162828024006885/pseg-20231231.htm
mplx,0001552000,https://www.sec.gov/Archives/edgar/data/0001552000/000155200024000007/mplx-20231231.htm
alb,0000915913,https://www.sec.gov/Archives/edgar/data/0000915913/000091591324000016/alb-20231231.htm
nue,0000073309,https://www.sec.gov/Archives/edgar/data/0000073309/000095017024021195/nue-20231231.htm
sbac,0001034054,https://www.sec.gov/Archives/edgar/data/0001034054/000103405424000002/sbac-20231231x10k.htm
ctsh,0001058290,https://www.sec.gov/Archives/edgar/data/0001058290/000105829024000017/ctsh-20231231.htm
rmd,0000943819,https://www.sec.gov/Archives/edgar/data/0000943819/000094381924000013/rmd-20240630.htm
spg,0001063761,https://www.sec.gov/Archives/edgar/data/0001063761/000155837024001532/spg-20231231x10k.htm
tdg,0001260221,https://www.sec.gov/Archives/edgar/data/0001260221/000126022123000081/tdg-20230930.htm
ttd,0001671933,https://www.sec.gov/Archives/edgar/data/0001671933/000167193324000014/ttd-20231231.htm
imo,0000049938,https://www.sec.gov/Archives/edgar/data/0000049938/000004993824000010/imo-20231231.htm
cpng,0001834584,https://www.sec.gov/Archives/edgar/data/0001834584/000183458424000023/cpng-20231231.htm
sq,0001512673,https://www.sec.gov/Archives/edgar/data/0001512673/000162828024006354/sq-20231231.htm
wec,0000783325,https://www.sec.gov/Archives/edgar/data/0000783325/000010781524000095/wec-20231231.htm
dlr,0001297996,https://www.sec.gov/Archives/edgar/data/0001297996/000155837024001575/dlr-20231231x10k.htm
well,0000766704,https://www.sec.gov/Archives/edgar/data/0000766704/000076670424000008/well-20231231.htm
rost,0000745732,https://www.sec.gov/Archives/edgar/data/0000745732/000074573224000009/rost-20240203.htm
ilmn,0001110803,https://www.sec.gov/Archives/edgar/data/0001110803/000111080324000010/ilmn-20231231.htm
amp,0000820027,https://www.sec.gov/Archives/edgar/data/0000820027/000082002724000015/amp-20231231.htm
dltr,0000935703,https://www.sec.gov/Archives/edgar/data/0000935703/000093570324000011/dltr-20240203.htm
iau,0001278680,https://www.sec.gov/Archives/edgar/data/0001278680/000143774924004670/iau20231231c_10k.htm
biib,0000875045,https://www.sec.gov/Archives/edgar/data/0000875045/000087504524000009/biib-20231231.htm
lvs,0001300514,https://www.sec.gov/Archives/edgar/data/0001300514/000130051424000048/lvs-20231231.htm
keys,0001601046,https://www.sec.gov/Archives/edgar/data/0001601046/000160104623000134/keys-20231031.htm
es,0000072741,https://www.sec.gov/Archives/edgar/data/0000072741/000007274124000005/es-20231231.htm
cmi,0000026172,https://www.sec.gov/Archives/edgar/data/0000026172/000002617224000012/cmi-20231231.htm
ddog,0001561550,https://www.sec.gov/Archives/edgar/data/0001561550/000156155024000009/ddog-20231231.htm
pcar,0000075362,https://www.sec.gov/Archives/edgar/data/0000075362/000095017024017900/pcar-20231231.htm
idxx,0000874716,https://www.sec.gov/Archives/edgar/data/0000874716/000087471624000057/idxx-20231231.htm
vrsk,0001442145,https://www.sec.gov/Archives/edgar/data/0001442145/000143774924004939/vrsk20231231c_10k.htm
dfs,0001393612,https://www.sec.gov/Archives/edgar/data/0001393612/000139361224000010/dfs-20231231.htm
wba,0001618921,https://www.sec.gov/Archives/edgar/data/0001618921/000161892123000062/wba-20230831.htm
bax,0000010456,https://www.sec.gov/Archives/edgar/data/0000010456/000162828024003932/bax-20231231.htm
pcg,0001004980,https://www.sec.gov/Archives/edgar/data/0001004980/000100498024000014/pcg-20231231.htm
odfl,0000878927,https://www.sec.gov/Archives/edgar/data/0000878927/000095017024020176/odfl-20231231.htm
on,0001097864,https://www.sec.gov/Archives/edgar/data/0001097864/000162828024003201/on-20231231.htm
